Date,Open,High,Low,Close,Volume,Adj Close
2007-02-27,86.299993,87.07999699999999,83.409973,83.929998,286453300,11.262601
2007-02-28,82.999977,85.59999,82.999977,84.609981,229868800,11.353848
2007-03-01,84.030027,88.309972,83.750028,87.059983,353882200,11.682615
2007-03-02,86.76997,87.539968,85.210021,85.410012,215000100,11.461205
2007-03-05,85.89000300000001,88.650033,85.760007,86.320013,209724900,11.583317999999998
2007-03-06,87.80001999999999,88.309972,87.399971,88.189989,180796700,11.834251
2007-03-07,88.049993,88.97,87.450019,87.720012,156571100,11.771185000000001
2007-03-08,88.589972,88.720028,87.460032,88.000011,127752800,11.808758000000001
2007-03-09,88.79997,88.850018,87.399971,87.969977,112959000,11.804727999999999
2007-03-12,88.070013,89.98997,87.989998,89.869987,182352100,12.059691
2007-03-13,89.41001700000001,90.600018,88.399987,88.399987,216972700,11.862430999999999
2007-03-14,88.59997800000001,89.999977,87.92000300000001,89.999977,199146500,12.077134
2007-03-15,89.96001,90.359992,89.309988,89.569967,139874700,12.019430999999999
2007-03-16,89.540013,89.98997,89.320002,89.589988,142926000,12.022117999999999
2007-03-19,90.240009,91.549993,89.589988,91.12999,178240300,12.228771
2007-03-20,91.350001,91.839999,91.059988,91.479991,122229100,12.275738
2007-03-21,91.990009,93.999989,91.65002199999999,93.86999899999999,171724000,12.596454
2007-03-22,93.730002,94.35999699999999,92.999972,93.960021,140373100,12.608533999999999
2007-03-23,93.349967,94.06999,93.299993,93.519998,112721000,12.549487
2007-03-26,93.989982,95.899999,93.299993,95.850018,216246800,12.862153999999999
2007-03-27,95.710021,96.83001999999999,95.000011,95.459982,233013200,12.809814999999999
2007-03-28,94.88002900000001,95.399987,93.149982,93.239998,235584300,12.511913999999999
2007-03-29,94.189973,94.189973,92.229968,93.750023,181430900,12.580354
2007-03-30,94.279988,94.679971,92.75,92.91001700000001,150139500,12.467634
2007-04-02,94.139992,94.250028,93.019993,93.649987,125498100,12.566931
2007-04-03,94.139992,95.23003,93.76003,94.5,145983600,12.680994
2007-04-04,94.940017,95.140008,94.12997800000001,94.269981,119196000,12.650128
2007-04-05,94.11997099999999,94.679971,93.519998,94.679971,88879000,12.705145
2007-04-09,95.21001,95.300032,93.040013,93.649987,103335400,12.566931
2007-04-10,93.670008,94.259968,93.410028,94.250028,88116700,12.64745
2007-04-11,93.900033,93.950007,92.32999699999999,92.58998299999999,137254600,12.424688
2007-04-12,92.03999,92.309983,90.72,92.190001,164168900,12.371014
2007-04-13,90.899971,91.399982,90.059972,90.240009,179985400,12.109344
2007-04-16,90.56999,91.500011,90.250023,91.43001,152258400,12.269031
2007-04-17,92.000023,92.29997,89.70003,90.34997800000001,187980100,12.124101
2007-04-18,90.160001,90.84999,89.600001,90.400033,116011000,12.130818
2007-04-19,90.190028,91.249972,89.83001999999999,90.26997,106478400,12.113365
2007-04-20,90.89003100000001,91.179971,90.54997,90.969973,130694900,12.207298
2007-04-23,91.590027,93.79999699999999,91.42000300000001,93.509991,195072500,12.548144
2007-04-24,93.960021,96.39000300000001,91.30001999999999,93.239998,263813200,12.511913999999999
2007-04-25,94.230007,95.399987,93.79999699999999,95.350013,296786000,12.795058000000001
2007-04-26,101.58000899999999,102.500023,98.30001999999999,98.839999,434444500,13.263379999999998
2007-04-27,98.179971,99.949991,97.689973,99.92003100000001,174850900,13.40831
2007-04-30,100.089988,100.999989,99.66999100000001,99.799981,154127400,13.392201000000002
2007-05-01,99.58998299999999,100.349967,98.549993,99.47,133130900,13.347921
2007-05-02,99.649971,100.540018,99.47,100.390008,126286300,13.471376999999999
2007-05-03,100.730002,101.450019,100.009979,100.40002199999999,144019400,13.472721
2007-05-04,100.79999699999999,101.600029,100.499977,100.810011,95496800,13.527737
2007-05-07,101.07999699999999,104.34997800000001,101.010002,103.919969,215389300,13.945064000000002
2007-05-08,103.470012,105.15001000000001,103.42003100000001,105.05998799999999,195999300,14.098042999999999
2007-05-09,104.90997800000001,106.959998,104.89003100000001,106.87998999999999,179439400,14.342270000000001
2007-05-10,106.630017,108.83998799999999,105.92000800000001,107.340027,299314400,14.404003
2007-05-11,107.74000900000001,109.13000100000001,106.780027,108.74003200000001,163424100,14.591870000000002
2007-05-14,109.61999899999999,110.000028,108.250028,109.36001999999999,162986600,14.675066000000001
2007-05-15,109.57001799999999,110.200019,106.480007,107.519998,238628600,14.428153
2007-05-16,108.530027,108.829981,103.42003100000001,107.340027,281691900,14.404003
2007-05-17,107.14998200000001,109.86997099999999,107.14998200000001,109.440028,183822800,14.685803
2007-05-18,110.22998,110.639969,109.770009,110.019981,155336300,14.763627
2007-05-21,110.30998799999999,112.450024,110.050009,111.97998,159973100,15.026639999999999
2007-05-22,112.489998,113.75,112.01001399999998,113.53999499999999,143102400,15.235979
2007-05-23,114.019993,114.99998899999999,112.590027,112.88998000000001,227843700,15.148753
2007-05-24,112.80996499999999,114.460016,110.369983,110.690017,221840500,14.853539000000001
2007-05-25,112.0,113.780027,111.49998899999999,113.62001000000001,158239900,15.246716000000001
2007-05-29,114.45000300000001,114.85998500000001,112.68998899999998,114.349974,161423500,15.34467
2007-05-30,114.299986,118.880024,113.529995,118.769981,369611200,15.937793
2007-05-31,120.070024,122.170019,119.53998600000001,121.190023,324266600,16.262539
2007-06-01,121.09999499999999,121.190023,118.289984,118.400026,221315500,15.888148999999999
2007-06-04,118.62997800000001,121.729996,117.900015,121.330027,221668300,16.281326999999997
2007-06-05,121.410028,122.689978,120.50003400000001,122.67003100000001,230196400,16.461142000000002
2007-06-06,122.300009,124.050009,121.950014,123.640026,278060300,16.591306
2007-06-07,124.98996399999999,127.60999699999999,123.18998899999998,124.07003600000002,478769900,16.64901
2007-06-08,125.82003600000002,125.82996899999999,122.28999499999999,124.49003200000001,310420600,16.705369
2007-06-11,126.0,126.150003,119.53998600000001,120.190001,468564600,16.128346
2007-06-12,119.34999499999999,121.70998200000001,118.31001100000002,120.37997800000001,356641600,16.153839
2007-06-13,121.14998200000001,121.190023,115.399971,117.49996599999999,430338300,15.767369
2007-06-14,117.200026,119.450024,116.42000800000001,118.75003400000001,243316500,15.935116
2007-06-15,120.62001000000001,120.66998500000001,119.86001999999999,120.50003400000001,202804700,16.16995
2007-06-18,123.280005,125.180021,122.539974,125.090006,227651200,16.78588
2007-06-19,124.690023,125.00999099999999,122.90999599999999,123.659973,235756500,16.593982999999998
2007-06-20,123.869965,124.65999599999999,121.499977,121.550032,224378000,16.310848999999997
2007-06-21,121.699968,124.289974,120.719973,123.90000500000001,216761300,16.626193
2007-06-22,123.85001799999999,124.449991,122.380024,123.00001100000001,157969000,16.505423
2007-06-25,124.19001200000001,125.090006,121.060034,122.339983,241350900,16.416853
2007-06-26,123.980007,124.00003400000001,118.719994,119.650015,336251300,16.055885
2007-06-27,120.60999699999999,122.04003,119.259979,121.890026,243674200,16.356473
2007-06-28,122.35999699999999,122.48998600000002,120.000023,120.560022,209535900,16.177999
2007-06-29,121.970028,124.00003400000001,121.08999399999999,122.04003,284460400,16.376602
2007-07-02,121.05001999999999,122.09000400000001,119.30001999999999,121.260025,248715600,16.271932999999997
2007-07-03,121.99998899999999,127.40000500000001,121.499977,127.169973,290620400,17.064991
2007-07-05,128.799997,132.969973,128.69003500000002,132.750034,363262900,17.813782
2007-07-06,133.12999,133.339994,130.399994,132.299997,218673700,17.753391
2007-07-09,132.380013,132.899971,129.180033,130.329992,248955000,17.489036
2007-07-10,128.880013,134.500034,128.810011,132.349985,313751900,17.760099
2007-07-11,132.06997900000002,133.700003,131.30998799999998,132.390026,205443000,17.765472
2007-07-12,133.850006,134.239975,132.390026,134.070024,176152200,17.990911999999998
2007-07-13,135.03000600000001,137.850018,134.519981,137.729975,226901500,18.482042
2007-07-16,138.390003,139.979986,137.500023,138.099997,234028200,18.531696
2007-07-17,138.299974,139.600018,137.500023,138.910028,177489900,18.640394
2007-07-18,138.19001200000002,138.439978,136.04003,138.12001,189214200,18.534381
2007-07-19,140.30002,140.80996499999998,139.650005,140.0,183222900,18.786658
2007-07-20,141.649971,144.179976,140.0,143.749966,291943400,19.289867
2007-07-23,143.310022,145.219973,140.93002099999998,143.69999099999998,259122500,19.283161
2007-07-24,138.880001,141.000023,134.150026,134.890003,448823200,18.100945
2007-07-25,137.350006,138.359976,134.999966,137.25999099999999,374045700,18.418975
2007-07-26,145.910028,148.500034,136.95997,145.999977,546657300,19.591797
2007-07-27,146.19003500000002,148.920031,143.78000600000001,143.849995,290274600,19.30329
2007-07-30,144.329992,145.44999099999998,139.56999,141.430033,276747100,18.978555
2007-07-31,142.970028,143.479986,131.519993,131.760025,440598200,17.680932000000002
2007-08-01,133.64001499999998,135.380001,127.77001399999999,134.999966,437539200,18.115701
2007-08-02,136.650003,136.95997,134.150026,136.48998600000002,213161200,18.315648
2007-08-03,135.260025,135.95001399999998,131.499966,131.849974,169796900,17.693003
2007-08-06,132.899971,135.270025,128.29998600000002,135.250011,231292600,18.149255
2007-08-07,134.939978,137.239964,132.629978,135.03000600000001,237484100,18.119733
2007-08-08,136.75997900000002,136.860008,131.999977,134.010036,202024200,17.982862
2007-08-09,131.109997,133.0,125.090006,126.389969,281348900,16.960322
2007-08-10,123.11998700000001,127.75,120.299976,124.999977,352687300,16.773799
2007-08-13,128.320013,129.349997,126.50001100000001,127.789974,188227900,17.14819
2007-08-14,128.289986,128.29998600000002,123.71001399999999,124.029995,184751700,16.643635999999997
2007-08-15,122.74003200000001,124.859974,119.650015,119.89999399999999,248213000,16.08943
2007-08-16,117.00996799999999,118.49998899999999,111.61997099999999,117.050009,466672500,15.706989000000002
2007-08-17,122.010002,123.500023,119.819979,122.059977,298765600,16.379279
2007-08-20,123.959993,124.49996599999999,120.50003400000001,122.219994,200829300,16.400752
2007-08-21,122.209993,128.960014,120.99996599999999,127.57003600000002,325761800,17.118676
2007-08-22,131.219973,132.750034,130.329992,132.51000200000001,265441400,17.781572
2007-08-23,133.090015,133.339994,129.75997900000002,131.07003600000002,216709500,17.588342
2007-08-24,130.529984,135.369987,129.810034,135.29998600000002,227958500,18.155960999999998
2007-08-27,133.389969,134.659985,132.100006,132.250023,176859900,17.746685
2007-08-28,130.99002099999998,132.409973,126.63000100000001,126.819979,294841400,17.018026000000003
2007-08-29,129.88003500000002,134.179987,129.539974,134.080025,291715200,17.992254
2007-08-30,132.670019,138.25,132.299997,136.250034,358895600,18.283448999999997
2007-08-31,139.489975,139.650005,137.40999399999998,138.480019,219221800,18.582691
2007-09-04,139.94001200000002,145.729984,139.83998300000002,144.160028,329210700,19.344894
2007-09-05,144.96999399999999,145.840027,136.100018,136.75997900000002,582055600,18.351878
2007-09-06,135.55996499999998,137.570024,132.709993,135.00997900000002,475315400,18.117045
2007-09-07,132.00999099999999,132.299997,130.000011,131.770025,357644000,17.682274
2007-09-10,136.98999799999999,138.039995,133.94996799999998,136.710005,371959700,18.345172
2007-09-11,137.900005,138.299974,133.749977,135.489964,242971400,18.181454000000002
2007-09-12,135.989975,139.400026,135.750023,136.849995,255692500,18.363958
2007-09-13,138.830027,138.999977,136.650003,137.200003,164040800,18.410925
2007-09-14,136.570002,138.98003,136.19998,138.809999,151830000,18.626970999999998
2007-09-17,138.989964,140.590027,137.599985,138.41001699999998,198342900,18.573298
2007-09-18,139.05996499999998,142.849985,137.830004,140.920008,266022400,18.910114
2007-09-19,143.020016,143.160006,139.400026,140.770004,256720100,18.889985
2007-09-20,140.150003,141.789974,139.320024,140.310034,172960200,18.828262
2007-09-21,141.140026,144.650026,140.310034,144.150015,284720100,19.34355
2007-09-24,146.730007,149.849985,146.650005,148.280016,263040400,19.897757000000002
2007-09-25,146.83998300000002,153.21999499999998,146.82003600000002,153.18002099999998,298137700,20.555291
2007-09-26,154.469984,155.000023,151.249977,152.770025,243817000,20.500273
2007-09-27,153.769981,154.520025,152.320002,154.500011,164549700,20.732421
2007-09-28,153.440001,154.599974,152.750011,153.470028,153775300,20.594207
2007-10-01,154.630001,157.409985,152.929976,156.340027,209267100,20.979333
2007-10-02,156.55003200000002,158.589972,155.890003,158.44996799999998,198017400,21.262467
2007-10-03,157.78000600000001,159.179998,157.01000200000001,157.919996,173129600,21.19135
2007-10-04,158.000011,158.080027,153.499989,156.23999799999999,164239600,20.96591
2007-10-05,158.370033,161.580027,157.69999099999998,161.45002399999998,235867800,21.665046
2007-10-08,163.489964,167.909985,162.97000500000001,167.909985,208982200,22.53191
2007-10-09,170.20002399999998,171.110031,166.68001,167.859997,276071600,22.525203
2007-10-10,167.54997600000002,167.880024,165.599985,166.789986,166897500,22.381617000000002
2007-10-11,169.49002099999998,171.88003500000002,153.209982,162.229975,410998000,21.769707999999998
2007-10-12,163.00997900000002,167.279984,161.80003200000002,167.250023,247044000,22.44335
2007-10-15,167.979986,169.57003600000002,163.499977,166.98003,269482500,22.407119
2007-10-16,165.539984,170.18001,165.150015,169.579969,266957600,22.756006
2007-10-17,172.690001,173.039995,169.179987,172.749989,281903300,23.181393
2007-10-18,171.5,174.19003500000002,171.04997600000002,173.499966,205919000,23.282032
2007-10-19,174.24000900000001,174.629978,169.999966,170.419975,322945000,22.868727
2007-10-22,170.349974,174.899971,169.960005,174.35998500000002,412374900,23.397439000000002
2007-10-23,188.559977,188.600018,182.75999099999999,186.160028,448791000,24.980891
2007-10-24,185.810034,187.210026,179.239964,185.93001,322120400,24.950025
2007-10-25,184.869999,185.899982,181.660006,182.78000500000002,243400500,24.527325
2007-10-26,185.289995,185.37001,182.879967,184.69996799999998,176719200,24.784965
2007-10-29,185.450026,186.589972,184.69996799999998,185.090004,135138500,24.837304
2007-10-30,186.179976,189.370022,184.729996,187.000034,234853500,25.093612
2007-10-31,187.63003500000002,190.119999,184.95001399999998,189.94996799999998,208327700,25.489465
2007-11-01,188.600018,190.099985,180.000034,187.439978,201259100,25.152648000000003
2007-11-02,189.210005,189.440023,183.49002099999998,187.869987,250528600,25.210352
2007-11-05,185.289995,188.960026,184.23999799999999,186.179976,201044200,24.983567999999998
2007-11-06,187.05000900000002,191.999989,185.269981,191.789984,238681800,25.736376999999997
2007-11-07,190.609997,192.67996399999998,186.130001,186.30003200000002,248581900,24.999678
2007-11-08,186.669973,186.900005,167.769981,175.469984,472594500,23.54639
2007-11-09,171.150005,175.119976,165.210016,165.370033,381595200,22.191073
2007-11-12,165.28000500000002,167.69998,150.62999,153.759968,442266300,20.633114000000003
2007-11-13,160.849997,170.979975,153.759968,169.960005,434861700,22.807004
2007-11-14,177.159996,177.56997900000002,163.74000900000001,166.109997,362292000,22.290369000000002
2007-11-15,166.390003,169.58998300000002,160.299997,164.30000900000002,371852600,22.047486
2007-11-16,165.30003200000002,167.020004,159.330015,166.390003,345873500,22.327944
2007-11-19,166.099997,168.19999099999998,162.099985,163.95001399999998,288607200,22.00052
2007-11-20,165.669973,171.790007,163.53000500000002,168.850006,385910700,22.658051999999998
2007-11-21,165.840004,172.350006,164.670031,168.45997,304452400,22.605713
2007-11-23,172.000011,172.04998600000002,169.75,171.539974,116439400,23.01902
2007-11-26,173.589994,177.270025,172.350006,172.539984,326438700,23.153212
2007-11-27,175.22000500000001,175.790018,170.00997900000002,174.810022,329257600,23.457829
2007-11-28,176.820002,180.599995,175.349995,180.219973,287728000,24.183792999999998
2007-11-29,179.43002099999998,185.170019,179.150015,184.289986,262731700,24.72995
2007-11-30,187.340015,187.70002399999998,179.70001399999998,182.22000500000001,296950500,24.452178
2007-12-03,181.859997,184.139969,177.69996799999998,178.860008,240367400,24.001299
2007-12-04,177.149982,180.900015,176.990032,179.809977,193449900,24.128775
2007-12-05,182.88998,186.000011,182.409996,185.5,223100500,24.892322
2007-12-06,186.189989,190.099985,186.119987,189.94996799999998,224952700,25.489465
2007-12-07,190.539995,194.989964,188.040018,194.299974,266516600,26.073194
2007-12-10,193.589972,195.660006,192.689978,194.210026,180594400,26.061124
2007-12-11,194.750011,196.829992,187.390003,188.54003,277731300,25.300265
2007-12-12,193.44003500000002,194.480019,185.75997900000002,190.859976,306415200,25.611579000000003
2007-12-13,190.190001,192.11996499999998,187.820013,191.830025,216154400,25.741751
2007-12-14,190.36996499999998,193.200003,189.539986,190.389992,168578200,25.548512
2007-12-17,190.719973,192.650003,182.979996,184.400015,256173400,24.744714000000002
2007-12-18,186.51997,187.330015,178.600029,182.979996,305650800,24.554160999999997
2007-12-19,182.979996,184.63998,180.900015,183.119999,206869600,24.572948999999998
2007-12-20,185.429998,187.830027,183.330004,187.210026,193514300,25.121791
2007-12-21,190.119999,193.910006,189.88998,193.910006,248490200,26.020864000000003
2007-12-24,195.03000500000002,199.329969,194.789986,198.799997,120050700,26.677054
2007-12-26,199.01000200000001,200.959993,196.81997900000002,198.95001399999998,175933100,26.697184999999998
2007-12-27,198.95001399999998,202.960026,197.799974,198.56997900000002,198881900,26.646188000000002
2007-12-28,200.589972,201.560034,196.879967,199.829981,174911800,26.815268
2007-12-31,199.5,200.500023,197.75,198.079981,134833300,26.580434999999998
2008-01-02,199.269981,200.25999099999999,192.549974,194.840027,269794700,26.145664
2008-01-03,195.409973,197.389992,192.689978,194.929976,210516600,26.157734
2008-01-04,191.450003,193.000011,178.889969,180.05000900000002,363958000,24.160985
2008-01-07,181.250023,183.599997,170.229984,177.63998,518048300,23.837583
2008-01-08,180.140024,182.45997,170.799997,171.250034,380954000,22.980113
2008-01-09,171.30000900000002,179.500023,168.30002,179.399994,453470500,24.07376
2008-01-10,177.579992,180.999977,175.409996,178.020016,370743800,23.888579999999997
2008-01-11,176.000023,177.849985,169.999966,172.690001,308071400,23.173343
2008-01-14,177.520004,179.420008,175.170031,178.78000600000001,275112600,23.990563
2008-01-15,177.71999499999998,179.220016,164.66001699999998,169.039984,585819500,22.683546
2008-01-16,165.23003,169.010036,156.69996799999998,159.639969,553461300,21.422154000000003
2008-01-17,161.510025,165.36002,158.420008,160.890024,439464900,21.589899
2008-01-18,161.710016,165.749989,159.610008,161.360008,431085900,21.652966
2008-01-22,148.060011,159.98003,145.999977,155.640024,608688500,20.885399
2008-01-23,136.189966,140.0,126.14000300000001,139.06997900000002,843242400,18.661858
2008-01-24,139.98998600000002,140.700003,132.00999099999999,135.600006,501466700,18.196220999999998
2008-01-25,138.989964,139.09000600000002,129.609976,130.010025,388684800,17.446099
2008-01-28,128.159996,133.19999099999998,126.450024,130.010025,368711000,17.446099
2008-01-29,131.149971,132.789995,129.04997600000002,131.540007,274995700,17.651408
2008-01-30,131.369976,135.450003,130.000011,132.18002099999998,310762900,17.737292
2008-01-31,129.450026,136.650003,129.399971,135.359974,336418600,18.164011
2008-02-01,136.24002099999998,136.590015,132.18002099999998,133.749977,252686000,17.947965
2008-02-04,134.210014,135.900026,131.420031,131.649982,224808500,17.666166
2008-02-05,130.43002099999998,134.000023,128.900026,129.359997,285260500,17.358872
2008-02-06,130.830004,131.919975,121.76997,121.99998899999999,393318100,16.371229
2008-02-07,119.969995,124.779972,117.27001399999999,121.239998,520832900,16.269246
2008-02-08,122.080004,125.69998000000001,121.60000600000001,125.479975,338993200,16.83821
2008-02-11,128.00997900000002,129.979984,127.200014,129.450026,300358100,17.370953
2008-02-12,130.70001399999998,131.000034,123.61999899999999,124.859974,306495000,16.755012
2008-02-13,126.679976,129.78000600000001,125.62997800000001,129.399971,242133500,17.364236
2008-02-14,129.399971,130.79997600000002,127.01003600000001,127.459993,238524300,17.103908999999998
2008-02-15,126.269993,127.080025,124.060022,124.630035,225325100,16.724156
2008-02-19,125.98998600000002,126.749977,121.43998899999998,122.18003300000001,251261500,16.395389
2008-02-20,122.19998000000001,124.59999499999999,121.680021,123.81998999999999,241859800,16.615456
2008-02-21,126.049974,126.46998400000001,120.859976,121.54001799999999,234528700,16.309504999999998
2008-02-22,122.47998600000001,122.51001399999998,115.87002199999999,119.45997,382469500,16.030383
2008-02-25,118.59000400000001,120.169973,116.659973,119.73996399999999,314193600,16.067954999999998
2008-02-26,117.639969,121.08999399999999,115.44001200000001,119.150003,376222000,15.988788000000001
2008-02-27,118.229996,123.049986,118.090006,122.95997,368784500,16.500049
